
  ZVRE, 2.05

  stimulus-start        ; stimulus-stop       ; stimulus-unit       ; nof-points; parameter-type; impedance-ohm
  3.00000000000E+05     ; 3.00000000000E+06   ; Hz                  ; 1601      ; RATIO_B2_B1   ; 50        

  conversion            ; time-domain         ; data-format         ; param-unit; smoothing     ; trace-math
  none                  ; none                ; RI                  ; none      ; none          ; none

  sweep-mode-type       ; notlinear-meas-mode 
  FUNDAMENTAL           ; none                


  freq              ;  reRATIO_B2_B ; imRATIO_B2_B  
   5.95312500000E+05;  1.21249E-06  ; 1.01924E-06  
   5.97000000000E+05; -1.02448E-06  ; 6.23744E-07  
   5.98687500000E+05;  1.06361E-06  ; 1.84796E-06  
   6.00375000000E+05; -1.38668E-06  ; 9.07167E-07  
   6.02062500000E+05; -1.02483E-06  ; 1.89895E-06  
   6.03750000000E+05; -2.14363E-07  ; 7.41746E-07  
   6.05437500000E+05; -5.89079E-07  ; 5.23575E-07  
   6.07125000000E+05;  1.52155E-06  ;-9.1104E-07   
   6.08812500000E+05; -7.12072E-07  ; 1.00521E-07  
   6.10500000000E+05; -7.66361E-07  ; 1.81161E-07  
   6.12187500000E+05;  9.21439E-07  ; 1.52676E-06  
   6.13875000000E+05;  3.02169E-07  ; 1.67077E-06  
   6.15562500000E+05; -8.82592E-07  ; 6.48968E-07  
   6.17250000000E+05; -2.92117E-08  ;-1.30072E-07  
   6.18937500000E+05; -3.26274E-07  ; 5.2273E-07   
   6.20625000000E+05;  1.11205E-06  ;-9.89424E-08  
   6.22312500000E+05; -1.06327E-06  ; 8.37368E-07  
   6.24000000000E+05; -1.5921E-06   ; 4.60043E-07  
   6.25687500000E+05; -5.73817E-07  ;-1.64223E-07  
   6.27375000000E+05;  1.57338E-06  ;-1.17602E-07  
   6.29062500000E+05;  8.1339E-07   ; 1.44231E-06  
   6.30750000000E+05; -2.60655E-07  ; 3.03685E-06  
   6.32437500000E+05; -4.81143E-07  ; 1.84012E-06  
   6.34125000000E+05; -1.48143E-07  ; 1.24303E-06  
   6.35812500000E+05;  9.11759E-07  ; 5.73842E-07  
   6.37500000000E+05;  1.6745E-06   ; 1.87051E-06  
   6.39187500000E+05;  1.23284E-06  ; 6.35451E-07  
   6.40875000000E+05; -1.106E-06    ; 1.76626E-06  
   6.42562500000E+05;  1.55873E-06  ; 3.66439E-06  
   6.44250000000E+05;  2.02226E-06  ; 2.7613E-07   
   6.45937500000E+05; -7.39956E-07  ; 4.10318E-07  
   6.47625000000E+05;  1.50867E-06  ; 1.89347E-06  
   6.49312500000E+05;  2.71702E-09  ; 7.47242E-07  
   6.51000000000E+05;  6.8458E-07   ; 1.3739E-06   
   6.52687500000E+05; -2.277E-06    ; 1.96338E-06  
   6.54375000000E+05; -2.89604E-06  ; 4.67183E-07  
   6.56062500000E+05; -7.80158E-07  ; 6.81856E-07  
   6.57750000000E+05;  8.09429E-07  ; 1.8344E-06   
   6.59437500000E+05; -4.23177E-07  ; 2.43209E-06  
   6.61125000000E+05;  3.7586E-07   ; 2.13288E-06  
   6.62812500000E+05; -5.22794E-07  ; 3.20932E-06  
   6.64500000000E+05;  1.82715E-06  ;-8.64369E-08  
   6.66187500000E+05; -3.26578E-07  ; 1.29123E-06  
   6.67875000000E+05;  6.09732E-07  ; 4.60248E-07  
   6.69562500000E+05; -1.08295E-06  ; 1.40141E-06  
